ASN,Holder,Country,UN Regions,UN Sub-Regions,RIR Regions,Filtering,Anti-spoofing,Coordination,Global Validation IRR,Global Validation RPKI
28657,MD Brasil - Tecnologia da Informacao Ltda,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
28658,Gigalink de Nova Friburgo Solucoes em Rede Multimi,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
28660,OPEN SYSTEM LTDA,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
28661,HOTLINK INTERNET LTDA,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
28662,Sascar Tecnologia e Seguranca Automotiva SA,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
28663,FLYS INTERATIVA LTDA,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.67,1.0
28664,T-LESTE TELECOMUNICACOES LESTE DE SAO PAULO LTDA,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,1.0
28665,Predlink Rede de Telecomuniccoes Ltda,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.64
28666,HOSTLOCATION LTDA,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
28667,NETWORK TELECOMUNICACOES S.A.,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
28668,Silva & Silveira Provedor de Internet Ltda,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
28669,America-NET Ltda.,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
28670,CST SERVICOS DE INFORMATICA E CALL CENTER LTDA.,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
34738,WHL-ASN - WEBHOST LIMITED,BZ,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
43129,SMILEINVESTAS - Smileinvest LTD,BZ,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
46198,AS-TRILOGY-DOMINICANA,DO,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.98,0.76
48721,FLYSERVERS-ENDCLIENTS - Flyservers S.A.,PA,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
51852,PLI-AS - Private Layer INC,PA,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
52048,DATACLUB - DataClub S.A.,BZ,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.86
52165,BALTSPORT-AS - BaltSport N.V.,CW,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52224,LACNIC - Latin American and Caribbean IP address,UY,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.67
52226,CODELCO Chuquicamata,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
52227,Banco Itau Paraguay S.A.,PY,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
52228,Cable Tica,CR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52229,Telecel S.A.,PY,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52230,Mapfre Compania de Seguros,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,0.0
52232,Telefonia Publica y Privada S.A.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
52233,Columbus Communications Curacao NV,CW,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.99,0.82
52234,NIC Chile,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52235,IPV6 SRL,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
52236,G2K ARGENTINA S.A.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.67,0.0
52238,SPEEDYCOM,EC,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52240,Ministerio de Trabajo,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52241,Lunamen S.A.,UY,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52242,Yota De Nicaragua,NI,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.88
52246,INDEXA S A,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.8
52247,Suramericana de Seguros S.A.,CO,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
52248,Forum Servicios Financieros S.A.,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
52250,Ag para el Desarrollo de la Sociedad de la Inf en Bolivia - ADSIB,BO,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,1.0
52251,NORTECH,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52253,E-Networks Inc.,GY,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52255,Grupo Servicios Junin S.A.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52256,Coop. de Ahorro y Credito de Santander Ltda. Financ. Comultrasan,CO,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52257,Telconet S.A,EC,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52258,Digiware S.A.,CO,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.5,0.0
52259,SERVICIOS DE TECNOLOGIA APLICADA SRL,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,0.0
52260,Telecommunications de Haiti Teleco,HT,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
52262,Telefonica Celular S.A,HN,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.97,1.0
52263,Telecable Economico S.A.,CR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.94,0.91
52267,BanChile Seguros de Vida S.A.,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52268,COPELCO LTDA. CUTRAL-CO,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,0.6
52269,CIFIN,CO,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52270,ELSERVER S.R.L,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.97,0.0
52271,Coop. Energia Elect. y Otros Servicios Las Varillas,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52273,Loop Coronel Suarez S.A.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,1.0
52274,NIC.EC S.A.,EC,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52275,Anura S.A.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52277,ITURAN DE ARGENTINA SA,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,0.0
52278,Fravatel EIRL,PE,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,0.0
52279,ETERNET S.R.L.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.98,0.98
52280,INTERNEXA Chile S.A.,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52281,Patriacell,VE,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,0.0
52283,Aginet SA,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52284,Panamaserver.com,PA,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.83
52285,Ewinet C.A.,VE,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52286,Columbus Networks Guatemala,GT,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.31,0.14
52287,Collective Solutions,HN,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
52290,PCCP S.A.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
52291,Coop. Provincia de Serv. Publicos y Comunitarios de Neuquen LTDA.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,0.0
52292,Fiber2home S.A,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52293,Gobierno de Santa Fe,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52294,CABASE Camara Arg de Base de Datos y Serv en Linea,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52295,COOPERATIVA ELECTRICA,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52296,Trynet S.R.L.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52297,HAICOM Haiti Communications,HT,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52298,SINRIESGOS,NI,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
52299,Molinos Rio de la Plata S.A.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,0.0
52300,Internet Local,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52301,Maduro & Curiels Bank,CW,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52302,Awknet International,PA,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52303,COOP.DE OB.Y SERVICIOS PUB. DE MARCOS JUAREZ,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
52304,NIC Chile,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52305,NIC Chile,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52306,NIC Chile,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52307,CORPICO LTDA,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.24,0.0
52308,AGUAS DEL COLORADO SAPEM,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.71,1.0
52310,Derco SPA,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
52312,TV MUSIC HOUSE JUJUY,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.29,1.0
52313,Luz Linares S.A.,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
52314,Universidad Nacional del Noroeste de Buenos Aires UNNOBA,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52315,Servicios de Administracion Previsional S.A.,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
52317,Internet Winds AG,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,0.83
52318,Agencia de Sistemas de Informacion,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.67
52319,Tecpetrol,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
52320,GlobeNet Cabos Submarinos Colombia,CO,Americas,Latin America and the Caribbean,LACNIC,0.72,,1,1.0,0.64
52321,Fideicomiso de Administracion Datacenter Capitalinas,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,0.0
52322,TELCOCOM,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,1.0
52323,Colsecor Cooperativa Limitada,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.99,0.99
52324,CABASE Camara Arg de Base de Datos y Serv en Linea,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52326,PRONETWORK COMUNICACIONES S.A.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,1.0
52327,Summit S.A.,AR,Americas,Latin America and the Caribbean,LACNIC,0.93,,1,0.96,1.0
52328,CABLETEL SA,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52329,Raul Alberto Bertani,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52330,S3WIRELESS COLOMBIA S.A,CO,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52331,CORPORACION FINANCIERA NACIONAL,EC,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52332,CABASE Camara Arg de Base de Datos y Serv en Linea,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52334,Proteccion S.A.,CO,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
52335,Colombia Hosting,CO,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.5,0.0
52336,Autoridad Nacional para la Innovacion Gubernamental,PA,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.67,0.67
52337,COMUNICACIONES TASION,PA,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.67,0.0
52339,Lima Video Cable S.A. Cabletel,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52341,WOM S.A.,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52342,Critical Colocation,CR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52343,UNIVERSIDAD UTE,EC,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.5,1.0
52345,BANCO DE LOJA,EC,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52346,Diveo Argentina,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
52347,HOSTCLICK,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52348,Cooperativa Electrica Antonio Carboni Ltda,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52349,Young S.A.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52350,Cooperativa de Electricidad,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52351,Integral Insumos,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
52352,TVC5 S.A.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52353,Celulosa Arauco y Constitucion S.A.,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,0.0
52354,Atlantica Video Cable S.A.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.88
52355,Jalasoft Corp.,BO,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,0.0
52356,R&H International Telecom Services SA.,CR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52357,AXION ENERGY ARGENTINA S.A.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,0.0
52359,CABASE Camara Arg de Base de Datos y Serv en Linea,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52360,CABASE Camara Arg de Base de Datos y Serv en Linea,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52361,ARSAT - Empresa Argentina de Soluciones Satelitales S.A.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52362,Servicios Innovadores de Comunicacion y Entretenimiento,GT,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.9,0.98
52363,Jumpnet Soluciones de Internet S.R.L.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52364,COOP DE TELECOM.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52366,Lunamen S.A.,UY,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52367,COOP. LIMITADA DE CONSUMO DE ELECTRICIDAD DE SALTO,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.85,0.85
52368,ZAM LTDA.,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
52369,NEOPHONE ARGENTINA SRL,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52370,CABASE Camara Arg de Base de Datos y Serv en Linea,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52371,XF Comunicaciones S.A.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.88,0.88
52372,COOPERATIVA ELECTRICA DE GENERAL DEHEZA LTDA.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,0.0
52373,ECOM CHACO S.A.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52374,CABASE Camara Arg de Base de Datos y Serv en Linea,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52375,CABASE Camara Arg de Base de Datos y Serv en Linea,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52376,CABASE Camara Arg de Base de Datos y Serv en Linea,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.89,0.56
52377,GILAUCO S.A.,EC,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52378,UNIVERSIDAD NACIONAL DE VILLA MARIA,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52380,Sista S.A.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52381,Sociedad Cooperativa Popular Limitada de Comodoro,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
52382,Faculte Des Sciences,HT,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52383,Cooperativa Electrica de Azul Ltda.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,0.0
52384,COMPEL COMPUTACION ELECTRONICA S.R.L.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,0.0
52386,Banco Nacional de Credito,VE,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
52387,COOPERATIVA ELECTRICA DE MONTE LTDA,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52388,Video Cable Color S.A.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52389,SSCS BV,BQ,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52390,Administradora de Redes,HN,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
52391,Curacao Technology Exchange N.V CTEX,CW,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
52392,Grupo Telco de Centroamerica S.A.,CR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52393,Corporacion Dana S.A.,HN,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52394,INTERBANKING S.A.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52395,Multiflex Payment Services Ltda,CR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
52396,TELEFONICA CHILE S.A. MAYORISTAS,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,0.0
52397,Cable Video Color SRL,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52398,Digicel Suriname NV,SR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.23
52399,Alvarez Cable Hogar S.A.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52401,CABLESAT TV SRL,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52402,INTERCITY COMUNICACIONES S.A.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52403,CABASE Camara Arg de Base de Datos y Serv en Linea,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52404,CABASE Camara Arg de Base de Datos y Serv en Linea,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52405,Caleta Video Cable SRL,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52406,Distrocard S.A.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52407,Comercializadora Y Asesoria Esteno Chile Limitada,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
52408,Itech Soluciones S.A,CR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52409,COSEIDI S.A.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52410,IDT CORPORATION DE ARGENTINA S.A.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
52411,Universidad del Desarrollo,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.75,0.0
52412,BW TELECOM,DO,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
52413,MADACOM SRL,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52414,COOP. ELECTRICA DE TODD LTDA,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,1.0
52415,SIDERAR S.A.I.C.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,0.0
52417,BPAC AMERAFIN S.A.,EC,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52418,NETEL S.A.,PY,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
52419,CESOP,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.8
52420,Intercom SRL,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52422,Velco Globalnetwork,HN,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.8
52423,Data Miners S.A.  Racknation.cr ,CR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.96
52424,Universidad Nacional de Entre Rios,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52425,RELTID CV S.A.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52426,I-SUR WISP S.R.L.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
52427,PRISMA MEDIOS DE PAGO S.A.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
52428,ASOCIACION REGIONAL DE COOPERATIVAS DE SERVICIOS PUBLICOS,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52429,BAC LATAM SSC SOCIEDAD ANONIMA,CR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
52430,Coop. de Obras y Serv. Publicos de Brinkmann,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,0.0
52431,CyberWave S.A.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52432,Cooperativa de Usuarios de Electricidad y de Consumo de Castelli Ltda.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52433,U Mobile Cellular Inc.,GY,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
52434,RedColsa S.A.,CO,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52435,Plug and play Net S.A.,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.56,0.0
52436,Cable Televisora Color,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52437,Nuevos Hoteles de Panama,PA,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
52438,PLANISYS S.A.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.88
52439,OPTIC,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.94
52440,Universidad de La Punta,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
52441,SONDA S.A.,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.8,0.0
52442,Universidad Nacional de Lujan,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52444,Pogliotti & Pogliotti Construcciones S.A.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52445,FINANCIERA PARAGUAYO JAPONESA S.A.,PY,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
52446,BANCO NACIONAL DE PANAMA,PA,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52447,Cooperativa Telefonica y Otros Servicios de Santa Clara del Mar Limitada Cootelser Ltda.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
52449,My Tech,BZ,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52450,FISERV COSTA RICA S.A.,CR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,0.0
52451,Superintendencia de Administracion tributaria,GT,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52452,COMPASS GROUP INVESMENTS ADVISORS CGIA,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
52453,Atcco S.R.L.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52454,Servicios de TI,GT,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52455,TEMPUS GROUP S.A.,PY,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
52456,Empresas Publicas de Medellin E.S.P.,CO,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
52458,WISP INTERNET ECUADOR,EC,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
