ASN,Location (country),TOTAL bias (selected),rank,metric,asn,af,nbsamples,asn_name,cc
269163,BR,-0.5900000000000001,,,,,,,
269286,BR,-0.5900000000000001,,,,,,,
269315,BR,-0.5900000000000001,,,,,,,
269370,BR,-0.5900000000000001,,,,,,,
269394,BR,-0.5900000000000001,,,,,,,
269449,BR,-0.5900000000000001,,,,,,,
269604,BR,-0.5900000000000001,,,,,,,
269632,BR,-0.5900000000000001,,,,,,,
269638,BR,-0.5900000000000001,,,,,,,
270375,BR,-0.5900000000000001,,,,,,,
270390,BR,-0.5900000000000001,,,,,,,
270574,BR,-0.5900000000000001,,,,,,,
270841,BR,-0.5900000000000001,,,,,,,
52520,BR,-0.5900000000000001,,,,,,,
52703,BR,-0.5900000000000001,,,,,,,
52804,BR,-0.5900000000000001,,,,,,,
271014,BR,-0.5900000000000001,,,,,,,
271019,BR,-0.5900000000000001,,,,,,,
52861,BR,-0.5900000000000001,,,,,,,
52865,BR,-0.5900000000000001,,,,,,,
52914,BR,-0.5900000000000001,,,,,,,
271052,BR,-0.5900000000000001,,,,,,,
53123,BR,-0.5900000000000001,,,,,,,
53147,BR,-0.5900000000000001,,,,,,,
53154,BR,-0.5900000000000001,,,,,,,
53191,BR,-0.5900000000000001,,,,,,,
271290,BR,-0.5900000000000001,,,,,,,
271424,BR,-0.5900000000000001,,,,,,,
271659,BR,-0.5900000000000001,,,,,,,
61665,BR,-0.5900000000000001,,,,,,,
61675,BR,-0.5900000000000001,,,,,,,
61698,BR,-0.5900000000000001,,,,,,,
61724,BR,-0.5900000000000001,,,,,,,
61734,BR,-0.5900000000000001,,,,,,,
61874,BR,-0.5900000000000001,,,,,,,
61915,BR,-0.5900000000000001,,,,,,,
262174,AR,-0.59,,,,,,,
262737,BR,-0.59,,,,,,,
264103,BR,-0.59,,,,,,,
264538,BR,-0.59,,,,,,,
264756,PY,-0.59,,,,,,,
264814,CL,-0.59,567.0,ip_hops,264814.0,6,869.0,BITRED GROUP SPA,CL
265672,CL,-0.59,,,,,,,
265950,BR,-0.59,,,,,,,
266168,BR,-0.59,,,,,,,
266721,AR,-0.59,23.0,ip_hops,266721.0,6,1495.0,VISIO RED SRL,AR
266866,CL,-0.59,,,,,,,
266878,CL,-0.59,,,,,,,
267360,BR,-0.59,,,,,,,
267832,CO,-0.59,,,,,,,
268054,BR,-0.59,,,,,,,
262485,BR,-0.59,,,,,,,
263483,BR,-0.59,,,,,,,
263573,BR,-0.59,,,,,,,
18739,BR,-0.59,,,,,,,
264389,BR,-0.59,,,,,,,
264707,CL,-0.59,,,,,,,
264737,AR,-0.59,,,,,,,
265407,BR,-0.59,,,,,,,
268183,BR,-0.59,,,,,,,
52324,AR,-0.59,,,,,,,
52360,AR,-0.59,,,,,,,
52848,BR,-0.59,,,,,,,
61510,AR,-0.59,,,,,,,
61834,BR,-0.59,,,,,,,
262550,BR,-0.5800000000000001,,,,,,,
262585,BR,-0.5800000000000001,,,,,,,
262683,BR,-0.5800000000000001,,,,,,,
262698,BR,-0.5800000000000001,,,,,,,
262934,AR,-0.5800000000000001,,,,,,,
263043,BR,-0.5800000000000001,,,,,,,
263085,BR,-0.5800000000000001,,,,,,,
263087,BR,-0.5800000000000001,,,,,,,
263189,PE,-0.5800000000000001,,,,,,,
263397,BR,-0.5800000000000001,,,,,,,
263421,BR,-0.5800000000000001,,,,,,,
263459,BR,-0.5800000000000001,,,,,,,
263471,BR,-0.5800000000000001,,,,,,,
263611,BR,-0.5800000000000001,,,,,,,
263874,BR,-0.5800000000000001,,,,,,,
263951,BR,-0.5800000000000001,,,,,,,
263985,BR,-0.5800000000000001,,,,,,,
263989,BR,-0.5800000000000001,,,,,,,
264035,BR,-0.5800000000000001,,,,,,,
264189,BR,-0.5800000000000001,,,,,,,
264221,BR,-0.5800000000000001,234.0,ip_hops,264221.0,6,1089.0,Lognet Servicos de Telecomunicacoes EIRELI,BR
264274,BR,-0.5800000000000001,,,,,,,
264308,BR,-0.5800000000000001,,,,,,,
264355,BR,-0.5800000000000001,,,,,,,
264379,BR,-0.5800000000000001,,,,,,,
264444,BR,-0.5800000000000001,,,,,,,
264525,BR,-0.5800000000000001,583.0,ip_hops,264525.0,6,1053.0,Coelho Tecnologia,BR
264936,BR,-0.5800000000000001,800.0,ip_hops,264936.0,6,1093.0,ISP MAIS TELECOM LTDA,BR
265098,BR,-0.5800000000000001,,,,,,,
265181,BR,-0.5800000000000001,,,,,,,
265238,BR,-0.5800000000000001,,,,,,,
265855,CO,-0.5800000000000001,,,,,,,
265985,BR,-0.5800000000000001,,,,,,,
266013,BR,-0.5800000000000001,,,,,,,
266020,BR,-0.5800000000000001,,,,,,,
266043,BR,-0.5800000000000001,,,,,,,
266437,BR,-0.5800000000000001,,,,,,,
266529,BR,-0.5800000000000001,,,,,,,
266551,BR,-0.5800000000000001,,,,,,,
266623,BR,-0.5800000000000001,,,,,,,
266850,AR,-0.5800000000000001,,,,,,,
267048,BR,-0.5800000000000001,,,,,,,
267106,BR,-0.5800000000000001,,,,,,,
267117,BR,-0.5800000000000001,,,,,,,
267202,BR,-0.5800000000000001,,,,,,,
267251,BR,-0.5800000000000001,,,,,,,
267607,BR,-0.5800000000000001,,,,,,,
268120,BR,-0.5800000000000001,,,,,,,
268173,BR,-0.5800000000000001,,,,,,,
268320,BR,-0.5800000000000001,,,,,,,
269369,BR,-0.5800000000000001,,,,,,,
269512,BR,-0.5800000000000001,,,,,,,
269522,BR,-0.5800000000000001,,,,,,,
269924,AR,-0.5800000000000001,,,,,,,
270098,DO,-0.5800000000000001,,,,,,,
270253,BR,-0.5800000000000001,,,,,,,
270316,BR,-0.5800000000000001,,,,,,,
270317,BR,-0.5800000000000001,,,,,,,
270953,BR,-0.5800000000000001,,,,,,,
271122,BR,-0.5800000000000001,,,,,,,
271278,BR,-0.5800000000000001,,,,,,,
271537,BR,-0.5800000000000001,,,,,,,
271548,BR,-0.5800000000000001,,,,,,,
263282,BR,-0.5800000000000001,159.0,as_path_length,263282.0,6,862.0,FUNDACAO UNIVERSIDADE DO OESTE DE SANTA CATARINA,BR
14795,CL,-0.5800000000000001,,,,,,,
264863,BR,-0.5800000000000001,,,,,,,
265043,BR,-0.5800000000000001,,,,,,,
265061,BR,-0.5800000000000001,825.0,ip_hops,265061.0,6,983.0,MIRIANE ARAUJO LIMA DE OLIVEIRA - ME,BR
265359,BR,-0.5800000000000001,,,,,,,
265927,BR,-0.5800000000000001,,,,,,,
265979,BR,-0.5800000000000001,,,,,,,
266047,BR,-0.5800000000000001,,,,,,,
28027,EC,-0.5800000000000001,,,,,,,
266097,BR,-0.5800000000000001,,,,,,,
28310,BR,-0.5800000000000001,,,,,,,
28333,BR,-0.5800000000000001,,,,,,,
28335,BR,-0.5800000000000001,,,,,,,
28349,BR,-0.5800000000000001,,,,,,,
28396,MX,-0.5800000000000001,,,,,,,
28582,BR,-0.5800000000000001,,,,,,,
28629,BR,-0.5800000000000001,,,,,,,
28657,BR,-0.5800000000000001,96.0,ip_hops,28657.0,6,1235.0,MD Brasil - Tecnologia da Informacao Ltda,BR
266451,BR,-0.5800000000000001,,,,,,,
267389,BR,-0.5800000000000001,,,,,,,
267551,BR,-0.5800000000000001,,,,,,,
268374,BR,-0.5800000000000001,,,,,,,
268399,BR,-0.5800000000000001,,,,,,,
268504,BR,-0.5800000000000001,,,,,,,
268589,BR,-0.5800000000000001,,,,,,,
268788,BR,-0.5800000000000001,,,,,,,
268811,BR,-0.5800000000000001,,,,,,,
268879,BR,-0.5800000000000001,,,,,,,
268887,BR,-0.5800000000000001,,,,,,,
268959,BR,-0.5800000000000001,,,,,,,
262282,BR,-0.5800000000000001,,,,,,,
269712,BR,-0.5800000000000001,,,,,,,
269819,AR,-0.5800000000000001,,,,,,,
270684,BR,-0.5800000000000001,365.0,ip_hops,270684.0,6,865.0,ROGERIO SOUZA CORTES EIRELI,BR
270777,BR,-0.5800000000000001,,,,,,,
270785,BR,-0.5800000000000001,,,,,,,
270905,BR,-0.5800000000000001,,,,,,,
52412,DO,-0.5800000000000001,,,,,,,
52724,BR,-0.5800000000000001,,,,,,,
52795,BR,-0.5800000000000001,832.0,ip_hops,52795.0,6,1135.0,ONE TELECOM TELECOMUNICACOES LTDA,BR
53029,BR,-0.5800000000000001,,,,,,,
53059,BR,-0.5800000000000001,,,,,,,
53140,BR,-0.5800000000000001,,,,,,,
53224,BR,-0.5800000000000001,,,,,,,
271503,BR,-0.5800000000000001,,,,,,,
61744,BR,-0.5800000000000001,,,,,,,
61752,BR,-0.5800000000000001,,,,,,,
61762,BR,-0.5800000000000001,,,,,,,
61764,BR,-0.5800000000000001,,,,,,,
262266,AR,-0.58,,,,,,,
263715,AR,-0.58,,,,,,,
263814,AR,-0.58,,,,,,,
264991,BR,-0.58,,,,,,,
265828,AR,-0.58,,,,,,,
265862,AR,-0.58,,,,,,,
266312,BR,-0.58,,,,,,,
267757,CO,-0.58,,,,,,,
268011,BR,-0.58,,,,,,,
269499,BR,-0.58,,,,,,,
269561,BR,-0.58,,,,,,,
262428,BR,-0.58,,,,,,,
265354,BR,-0.58,,,,,,,
27688,BR,-0.58,,,,,,,
27754,AR,-0.58,,,,,,,
28299,BR,-0.58,,,,,,,
270389,BR,-0.58,,,,,,,
270679,BR,-0.58,,,,,,,
52411,CL,-0.58,,,,,,,
52420,AR,-0.58,333.0,ip_hops,52420.0,4,1893.0,Intercom SRL,AR
52442,AR,-0.58,,,,,,,
52541,BR,-0.58,,,,,,,
52557,BR,-0.58,655.0,ip_hops,52557.0,6,949.0,FLYNET TELECOM LTDA - ME,BR
262306,BR,-0.5700000000000001,,,,,,,
262530,BR,-0.5700000000000001,,,,,,,
262664,BR,-0.5700000000000001,,,,,,,
262784,BR,-0.5700000000000001,1152.0,ip_hops,262784.0,6,1346.0,SATURNO COMUNICACOES LTDA,BR
262803,BR,-0.5700000000000001,,,,,,,
262876,BR,-0.5700000000000001,,,,,,,
263135,BR,-0.5700000000000001,,,,,,,
263175,GF,-0.5700000000000001,,,,,,,
263345,BR,-0.5700000000000001,,,,,,,
263423,BR,-0.5700000000000001,,,,,,,
263514,BR,-0.5700000000000001,,,,,,,
263520,BR,-0.5700000000000001,,,,,,,
263522,BR,-0.5700000000000001,,,,,,,
263599,BR,-0.5700000000000001,,,,,,,
263768,AR,-0.5700000000000001,,,,,,,
263919,BR,-0.5700000000000001,,,,,,,
263980,BR,-0.5700000000000001,,,,,,,
264084,BR,-0.5700000000000001,,,,,,,
264206,BR,-0.5700000000000001,,,,,,,
264237,BR,-0.5700000000000001,,,,,,,
264238,BR,-0.5700000000000001,,,,,,,
264900,BR,-0.5700000000000001,,,,,,,
265326,BR,-0.5700000000000001,,,,,,,
265337,BR,-0.5700000000000001,,,,,,,
265692,AR,-0.5700000000000001,,,,,,,
265969,BR,-0.5700000000000001,,,,,,,
266254,BR,-0.5700000000000001,,,,,,,
266304,BR,-0.5700000000000001,,,,,,,
266346,BR,-0.5700000000000001,,,,,,,
266380,BR,-0.5700000000000001,,,,,,,
266630,BR,-0.5700000000000001,,,,,,,
266951,BR,-0.5700000000000001,,,,,,,
267279,BR,-0.5700000000000001,,,,,,,
267286,BR,-0.5700000000000001,,,,,,,
267458,BR,-0.5700000000000001,1500.0,ip_hops,267458.0,6,1433.0,ITMINDS CONSULTORIA EM TECNOLOGIA DA INFORMACAO,BR
267460,BR,-0.5700000000000001,,,,,,,
267654,BR,-0.5700000000000001,,,,,,,
268091,BR,-0.5700000000000001,,,,,,,
268415,BR,-0.5700000000000001,,,,,,,
268568,BR,-0.5700000000000001,,,,,,,
268614,BR,-0.5700000000000001,,,,,,,
268661,BR,-0.5700000000000001,,,,,,,
268868,BR,-0.5700000000000001,,,,,,,
268886,BR,-0.5700000000000001,,,,,,,
269401,BR,-0.5700000000000001,,,,,,,
269506,BR,-0.5700000000000001,,,,,,,
269517,BR,-0.5700000000000001,,,,,,,
270248,BR,-0.5700000000000001,,,,,,,
270273,BR,-0.5700000000000001,,,,,,,
270336,BR,-0.5700000000000001,,,,,,,
271643,BR,-0.5700000000000001,,,,,,,
271733,BR,-0.5700000000000001,,,,,,,
271740,BR,-0.5700000000000001,,,,,,,
262437,BR,-0.5700000000000001,,,,,,,
271930,DO,-0.5700000000000001,,,,,,,
262481,BR,-0.5700000000000001,,,,,,,
272447,BR,-0.5700000000000001,,,,,,,
272477,BR,-0.5700000000000001,,,,,,,
272526,BR,-0.5700000000000001,,,,,,,
10938,BR,-0.5700000000000001,,,,,,,
262839,BR,-0.5700000000000001,,,,,,,
262993,BR,-0.5700000000000001,,,,,,,
263028,BR,-0.5700000000000001,,,,,,,
263517,BR,-0.5700000000000001,,,,,,,
263585,BR,-0.5700000000000001,,,,,,,
263906,BR,-0.5700000000000001,,,,,,,
264461,BR,-0.5700000000000001,,,,,,,
264902,BR,-0.5700000000000001,,,,,,,
265055,BR,-0.5700000000000001,,,,,,,
265282,BR,-0.5700000000000001,,,,,,,
265361,BR,-0.5700000000000001,,,,,,,
265484,BR,-0.5700000000000001,,,,,,,
265931,BR,-0.5700000000000001,,,,,,,
27993,AR,-0.5700000000000001,,,,,,,
28274,BR,-0.5700000000000001,,,,,,,
28583,BR,-0.5700000000000001,,,,,,,
28635,BR,-0.5700000000000001,,,,,,,
266420,BR,-0.5700000000000001,,,,,,,
266449,BR,-0.5700000000000001,,,,,,,
266593,BR,-0.5700000000000001,,,,,,,
268177,BR,-0.5700000000000001,,,,,,,
268225,BR,-0.5700000000000001,,,,,,,
268609,BR,-0.5700000000000001,,,,,,,
269084,BR,-0.5700000000000001,,,,,,,
269118,BR,-0.5700000000000001,,,,,,,
269299,BR,-0.5700000000000001,,,,,,,
269559,BR,-0.5700000000000001,,,,,,,
269627,BR,-0.5700000000000001,,,,,,,
269665,BR,-0.5700000000000001,,,,,,,
269826,PE,-0.5700000000000001,,,,,,,
270442,BR,-0.5700000000000001,,,,,,,
270577,BR,-0.5700000000000001,,,,,,,
270884,BR,-0.5700000000000001,,,,,,,
52332,AR,-0.5700000000000001,,,,,,,
52370,AR,-0.5700000000000001,,,,,,,
52532,BR,-0.5700000000000001,,,,,,,
52932,BR,-0.5700000000000001,,,,,,,
53089,BR,-0.5700000000000001,,,,,,,
53093,BR,-0.5700000000000001,,,,,,,
53160,BR,-0.5700000000000001,,,,,,,
53208,BR,-0.5700000000000001,,,,,,,
271369,BR,-0.5700000000000001,,,,,,,
271692,BR,-0.5700000000000001,,,,,,,
61494,AR,-0.5700000000000001,,,,,,,
61795,BR,-0.5700000000000001,,,,,,,
61868,BR,-0.5700000000000001,,,,,,,
263528,BR,-0.57,,,,,,,
266188,BR,-0.57,,,,,,,
262828,BR,-0.57,,,,,,,
266829,AR,-0.57,,,,,,,
267556,BR,-0.57,,,,,,,
269735,CO,-0.57,,,,,,,
271794,AR,-0.57,,,,,,,
262201,AR,-0.56,,,,,,,
262229,AR,-0.56,,,,,,,
262231,AR,-0.56,480.0,ip_hops,262231.0,4,1999.0,COOP. ELECTRICA Y DE SERVICIOS MARIANO MORENO LTDA.,AR
262317,BR,-0.56,970.0,ip_hops,262317.0,6,1387.0,ROS Telecom,BR
262381,BR,-0.56,,,,,,,
262457,BR,-0.56,,,,,,,
262539,BR,-0.56,,,,,,,
262612,BR,-0.56,,,,,,,
262749,BR,-0.56,,,,,,,
262764,BR,-0.56,,,,,,,
262861,BR,-0.56,,,,,,,
262886,BR,-0.56,,,,,,,
262908,BR,-0.56,,,,,,,
263198,AR,-0.56,,,,,,,
263200,AR,-0.56,,,,,,,
263206,AR,-0.56,,,,,,,
263217,AR,-0.56,,,,,,,
263226,AR,-0.56,,,,,,,
263263,BR,-0.56,,,,,,,
263387,BR,-0.56,,,,,,,
263452,BR,-0.56,,,,,,,
263508,BR,-0.56,,,,,,,
263525,BR,-0.56,,,,,,,
263603,BR,-0.56,,,,,,,
263631,BR,-0.56,,,,,,,
263666,BR,-0.56,,,,,,,
263695,SV,-0.56,,,,,,,
263707,AR,-0.56,,,,,,,
263798,CO,-0.56,,,,,,,
263810,AR,-0.56,,,,,,,
263991,BR,-0.56,,,,,,,
264005,BR,-0.56,,,,,,,
264134,BR,-0.56,,,,,,,
264182,BR,-0.56,,,,,,,
264213,BR,-0.56,,,,,,,
264226,BR,-0.56,,,,,,,
264242,BR,-0.56,564.0,ip_hops,264242.0,6,1469.0,Diogo Cassio Cabral Me,BR
264324,BR,-0.56,,,,,,,
264332,BR,-0.56,1163.0,ip_hops,264332.0,6,1348.0,CONEXAO INOVE TELECOMUNICACOES LTDA ME,BR
264382,BR,-0.56,,,,,,,
264430,BR,-0.56,,,,,,,
264435,BR,-0.56,,,,,,,
264550,BR,-0.56,,,,,,,
264569,BR,-0.56,,,,,,,
264614,AR,-0.56,,,,,,,
264638,AR,-0.56,,,,,,,
264686,CR,-0.56,,,,,,,
264754,AR,-0.56,,,,,,,
264792,AR,-0.56,,,,,,,
264890,BR,-0.56,,,,,,,
264913,BR,-0.56,,,,,,,
265075,BR,-0.56,,,,,,,
265103,BR,-0.56,,,,,,,
265139,BR,-0.56,,,,,,,
265150,BR,-0.56,,,,,,,
265574,MX,-0.56,,,,,,,
265690,AR,-0.56,,,,,,,
265702,AR,-0.56,,,,,,,
265771,AR,-0.56,,,,,,,
265807,AR,-0.56,,,,,,,
265874,AR,-0.56,,,,,,,
266169,BR,-0.56,,,,,,,
266232,BR,-0.56,,,,,,,
266256,BR,-0.56,,,,,,,
266274,BR,-0.56,,,,,,,
266533,BR,-0.56,,,,,,,
266545,BR,-0.56,,,,,,,
266560,BR,-0.56,,,,,,,
266664,EC,-0.56,,,,,,,
266729,AR,-0.56,,,,,,,
266773,AR,-0.56,,,,,,,
266775,AR,-0.56,,,,,,,
267060,BR,-0.56,,,,,,,
267291,BR,-0.56,,,,,,,
267384,BR,-0.56,,,,,,,
267401,BR,-0.56,,,,,,,
267409,BR,-0.56,,,,,,,
267412,BR,-0.56,,,,,,,
267450,BR,-0.56,745.0,ip_hops,267450.0,6,1315.0,oliveira & sousa comunicacoes Ltda,BR
267683,AR,-0.56,,,,,,,
267854,AR,-0.56,,,,,,,
267930,AR,-0.56,,,,,,,
267964,BR,-0.56,,,,,,,
267979,BR,-0.56,,,,,,,
267999,BR,-0.56,,,,,,,
268013,BR,-0.56,,,,,,,
268083,BR,-0.56,,,,,,,
268145,BR,-0.56,,,,,,,
268168,BR,-0.56,,,,,,,
268186,BR,-0.56,,,,,,,
268202,BR,-0.56,,,,,,,
268339,BR,-0.56,,,,,,,
268359,BR,-0.56,,,,,,,
268538,BR,-0.56,,,,,,,
268623,BR,-0.56,,,,,,,
268658,BR,-0.56,,,,,,,
268676,BR,-0.56,,,,,,,
268721,BR,-0.56,,,,,,,
268729,BR,-0.56,,,,,,,
268747,BR,-0.56,,,,,,,
268815,BR,-0.56,,,,,,,
268860,BR,-0.56,,,,,,,
268895,BR,-0.56,1557.0,ip_hops,268895.0,6,1208.0,G5 LITORAL TELECOM SPE LTDA,BR
268960,BR,-0.56,712.0,ip_hops,268960.0,6,881.0,STARLINE SERVICOS DE INTERNET - ME,BR
269237,BR,-0.56,,,,,,,
269250,BR,-0.56,,,,,,,
269271,BR,-0.56,,,,,,,
269280,BR,-0.56,,,,,,,
269356,BR,-0.56,,,,,,,
269376,BR,-0.56,,,,,,,
269377,BR,-0.56,,,,,,,
269420,BR,-0.56,,,,,,,
269429,BR,-0.56,,,,,,,
269439,BR,-0.56,,,,,,,
269474,BR,-0.56,,,,,,,
269513,BR,-0.56,,,,,,,
269572,BR,-0.56,,,,,,,
269651,BR,-0.56,,,,,,,
269661,BR,-0.56,,,,,,,
269683,BR,-0.56,,,,,,,
269708,BR,-0.56,,,,,,,
262151,AR,-0.56,,,,,,,
262168,PE,-0.56,,,,,,,
270477,BR,-0.56,,,,,,,
270741,BR,-0.56,,,,,,,
270766,BR,-0.56,,,,,,,
262258,AR,-0.56,,,,,,,
271075,BR,-0.56,,,,,,,
271138,BR,-0.56,,,,,,,
262346,BR,-0.56,,,,,,,
271347,BR,-0.56,,,,,,,
262380,BR,-0.56,,,,,,,
271800,AR,-0.56,,,,,,,
272046,AR,-0.56,,,,,,,
262521,BR,-0.56,,,,,,,
272488,BR,-0.56,,,,,,,
11571,AR,-0.56,,,,,,,
11802,BR,-0.56,,,,,,,
263057,BR,-0.56,,,,,,,
13495,BR,-0.56,,,,,,,
263284,BR,-0.56,,,,,,,
14232,AR,-0.56,,,,,,,
263516,BR,-0.56,,,,,,,
263544,BR,-0.56,,,,,,,
263898,BR,-0.56,,,,,,,
263973,BR,-0.56,,,,,,,
264727,AR,-0.56,,,,,,,
271096,BR,-0.56,,,,,,,
265017,BR,-0.56,,,,,,,
265390,BR,-0.56,,,,,,,
265424,BR,-0.56,,,,,,,
265859,AR,-0.56,,,,,,,
265904,BR,-0.56,,,,,,,
27674,AR,-0.56,,,,,,,
27708,SV,-0.56,,,,,,,
27779,AR,-0.56,,,,,,,
266037,BR,-0.56,,,,,,,
27827,AR,-0.56,419.0,ip_hops,27827.0,4,1989.0,Gualberto Larrauri,AR
27876,CR,-0.56,,,,,,,
27894,AR,-0.56,,,,,,,
27907,AR,-0.56,,,,,,,
28034,AR,-0.56,,,,,,,
28117,AR,-0.56,,,,,,,
28209,BR,-0.56,,,,,,,
28225,BR,-0.56,,,,,,,
266145,BR,-0.56,,,,,,,
266370,BR,-0.56,,,,,,,
266399,BR,-0.56,,,,,,,
266417,BR,-0.56,,,,,,,
266440,BR,-0.56,,,,,,,
266476,BR,-0.56,,,,,,,
266786,AR,-0.56,,,,,,,
266953,BR,-0.56,,,,,,,
267011,BR,-0.56,,,,,,,
267530,BR,-0.56,,,,,,,
267560,BR,-0.56,,,,,,,
267642,BR,-0.56,,,,,,,
267759,AR,-0.56,,,,,,,
267865,AR,-0.56,,,,,,,
268192,BR,-0.56,,,,,,,
268240,BR,-0.56,,,,,,,
268247,BR,-0.56,,,,,,,
268537,BR,-0.56,,,,,,,
268697,BR,-0.56,,,,,,,
268890,BR,-0.56,,,,,,,
268915,BR,-0.56,,,,,,,
268997,BR,-0.56,,,,,,,
268998,BR,-0.56,,,,,,,
269146,BR,-0.56,,,,,,,
269217,BR,-0.56,,,,,,,
269298,BR,-0.56,,,,,,,
269305,BR,-0.56,,,,,,,
269454,BR,-0.56,,,,,,,
269531,BR,-0.56,,,,,,,
269566,BR,-0.56,,,,,,,
269667,BR,-0.56,,,,,,,
270071,EC,-0.56,,,,,,,
270393,BR,-0.56,,,,,,,
270418,BR,-0.56,,,,,,,
270527,BR,-0.56,,,,,,,
270581,BR,-0.56,,,,,,,
270590,BR,-0.56,,,,,,,
270606,BR,-0.56,,,,,,,
270772,BR,-0.56,,,,,,,
270878,BR,-0.56,,,,,,,
52293,AR,-0.56,,,,,,,
52299,AR,-0.56,,,,,,,
52357,AR,-0.56,,,,,,,
52364,AR,-0.56,,,,,,,
52415,AR,-0.56,,,,,,,
52472,SV,-0.56,,,,,,,
52480,AR,-0.56,,,,,,,
52506,AR,-0.56,,,,,,,
270955,BR,-0.56,,,,,,,
52653,BR,-0.56,,,,,,,
52675,BR,-0.56,,,,,,,
52748,BR,-0.56,,,,,,,
52877,BR,-0.56,,,,,,,
52979,BR,-0.56,,,,,,,
53016,BR,-0.56,,,,,,,
53020,BR,-0.56,,,,,,,
53108,BR,-0.56,667.0,ip_hops,53108.0,4,2170.0,UFINET BRASIL S.A.,BR
53113,BR,-0.56,,,,,,,
53124,BR,-0.56,,,,,,,
53159,BR,-0.56,,,,,,,
271787,AR,-0.56,,,,,,,
262805,BR,-0.56,,,,,,,
61581,BR,-0.56,,,,,,,
61636,BR,-0.56,,,,,,,
61676,BR,-0.56,,,,,,,
61938,BR,-0.56,,,,,,,
266844,CL,-0.5599999999999999,,,,,,,
266849,CO,-0.5599999999999999,,,,,,,
266611,BR,-0.5599999999999999,,,,,,,
262214,CO,-0.55,,,,,,,
262228,CL,-0.55,,,,,,,
262273,BR,-0.55,,,,,,,
262283,BR,-0.55,,,,,,,
262290,BR,-0.55,,,,,,,
262312,BR,-0.55,,,,,,,
262376,BR,-0.55,,,,,,,
262453,BR,-0.55,,,,,,,
262498,BR,-0.55,,,,,,,
262546,BR,-0.55,,,,,,,
262570,BR,-0.55,,,,,,,
262597,BR,-0.55,,,,,,,
262648,BR,-0.55,,,,,,,
262667,BR,-0.55,,,,,,,
262710,BR,-0.55,,,,,,,
262727,BR,-0.55,,,,,,,
262762,BR,-0.55,,,,,,,
262763,BR,-0.55,,,,,,,
262769,BR,-0.55,,,,,,,
262930,CO,-0.55,,,,,,,
262945,BR,-0.55,,,,,,,
262962,BR,-0.55,,,,,,,
263025,BR,-0.55,,,,,,,
263169,PY,-0.55,,,,,,,
263265,BR,-0.55,,,,,,,
263289,BR,-0.55,,,,,,,
263292,BR,-0.55,,,,,,,
263302,BR,-0.55,,,,,,,
263307,BR,-0.55,,,,,,,
263389,BR,-0.55,,,,,,,
263621,BR,-0.55,,,,,,,
263665,BR,-0.55,,,,,,,
263727,PY,-0.55,,,,,,,
263731,CO,-0.55,,,,,,,
263819,CO,-0.55,,,,,,,
263887,BR,-0.55,,,,,,,
263936,BR,-0.55,,,,,,,
264124,BR,-0.55,,,,,,,
264344,BR,-0.55,399.0,ip_hops,264344.0,6,1290.0,AMAZONET TELECOMUNICACOES LTDA,BR
264362,BR,-0.55,,,,,,,
264378,BR,-0.55,,,,,,,
264518,BR,-0.55,,,,,,,
264524,BR,-0.55,,,,,,,
264529,BR,-0.55,,,,,,,
264547,BR,-0.55,,,,,,,
264577,BR,-0.55,,,,,,,
264596,BR,-0.55,,,,,,,
264629,AR,-0.55,,,,,,,
264630,AR,-0.55,,,,,,,
264633,PY,-0.55,,,,,,,
264647,CO,-0.55,,,,,,,
264803,CO,-0.55,,,,,,,
264807,PY,-0.55,,,,,,,
264849,AR,-0.55,,,,,,,
264853,PY,-0.55,,,,,,,
264898,BR,-0.55,,,,,,,
264935,BR,-0.55,,,,,,,
265053,BR,-0.55,,,,,,,
265072,BR,-0.55,,,,,,,
265081,BR,-0.55,,,,,,,
265104,BR,-0.55,,,,,,,
265117,BR,-0.55,,,,,,,
265155,BR,-0.55,,,,,,,
265259,BR,-0.55,,,,,,,
265265,BR,-0.55,,,,,,,
265272,BR,-0.55,,,,,,,
265322,BR,-0.55,,,,,,,
265482,BR,-0.55,,,,,,,
265915,BR,-0.55,,,,,,,
266146,BR,-0.55,,,,,,,
266198,BR,-0.55,,,,,,,
266233,BR,-0.55,1497.0,ip_hops,266233.0,6,1491.0,NEWMASTER TELECOM,BR
266260,BR,-0.55,,,,,,,
266275,BR,-0.55,,,,,,,
266311,BR,-0.55,,,,,,,
266315,BR,-0.55,,,,,,,
266561,BR,-0.55,,,,,,,
266612,BR,-0.55,,,,,,,
266616,BR,-0.55,,,,,,,
266669,CO,-0.55,,,,,,,
266933,BR,-0.55,,,,,,,
266938,BR,-0.55,,,,,,,
267063,BR,-0.55,,,,,,,
267072,BR,-0.55,,,,,,,
267076,BR,-0.55,,,,,,,
267180,BR,-0.55,,,,,,,
267270,BR,-0.55,,,,,,,
267274,BR,-0.55,,,,,,,
267280,BR,-0.55,,,,,,,
267281,BR,-0.55,,,,,,,
267292,BR,-0.55,,,,,,,
267304,BR,-0.55,,,,,,,
267312,BR,-0.55,,,,,,,
267350,BR,-0.55,,,,,,,
267356,BR,-0.55,,,,,,,
267358,BR,-0.55,,,,,,,
267372,BR,-0.55,,,,,,,
267375,BR,-0.55,,,,,,,
267408,BR,-0.55,,,,,,,
267411,BR,-0.55,,,,,,,
267437,BR,-0.55,,,,,,,
267441,BR,-0.55,,,,,,,
