ASN,Location bias,Network size bias,Topology bias,IXP related bias,Network type bias,RIR region,Customer cone (#ASNs),Customer cone (#prefixes),Location (country),#neighbors (total),Scope (PeeringDB),Network type (PeeringDB),Peering policy (PeeringDB),#IXPs (PeeringDB),#facilities (PeeringDB),is_in_peeringDB,is_ris_peer_v4,is_ris_peer_v6,is_routeviews_peer,TOTAL bias (selected)
262819,-0.46,0,0.02,0.1,-0.02,LACNIC,2,16,BR,12,Regional,Cable/DSL/ISP,Selective,1,0,1,,,,-0.46
264186,-0.46,0,-0.01,-0.12,0.01,LACNIC,4,24,BR,14,Regional,Cable/DSL/ISP,Open,2,0,1,,,,-0.46
264415,-0.46,0.05,0.08,-0.19,-0.13,LACNIC,9,74,BR,17,South America,NSP,Open,1,0,1,,,,-0.46
264797,-0.25,0,-0.03,-0.19,-0.18,LACNIC,1,45,AR,3,Not Disclosed,Cable/DSL/ISP,Open,1,1,1,,,,-0.46
264960,-0.46,0.04,0.01,-0.19,-0.05,LACNIC,10,36,BR,6,Global,Cable/DSL/ISP,Open,0,0,1,,,,-0.46
265192,-0.46,0,0.02,-0.19,-0.02,LACNIC,4,21,BR,6,Regional,Cable/DSL/ISP,Open,0,0,1,,,,-0.46
265457,-0.46,0.02,-0.01,0,-0.01,LACNIC,5,16,BR,5,,,,,,0,,,,-0.46
266207,-0.46,-0.02,-0.04,-0.12,0.06,LACNIC,3,11,BR,13,Regional,NSP,Open,2,1,1,,,,-0.46
266228,-0.46,-0.01,0.02,-0.19,-0.01,LACNIC,2,7,BR,10,Regional,Cable/DSL/ISP,Open,1,0,1,,,,-0.46
266348,-0.46,-0.02,-0.03,0.1,0.05,LACNIC,3,11,BR,5,Regional,NSP,Selective,0,0,1,,,,-0.46
266388,-0.46,0.02,0,-0.09,-0.02,LACNIC,6,32,BR,17,Regional,Cable/DSL/ISP,Open,3,0,1,,,,-0.46
267398,-0.46,0,-0.01,-0.19,0.01,LACNIC,4,12,BR,14,Regional,Cable/DSL/ISP,Open,0,0,1,,,,-0.46
268111,-0.46,0,0.02,-0.12,-0.02,LACNIC,3,21,BR,16,Regional,Cable/DSL/ISP,Open,2,0,1,,,,-0.46
7048,-0.46,0,0.02,-0.09,-0.02,LACNIC,2,41,BR,14,Regional,Cable/DSL/ISP,Open,5,0,1,,,,-0.46
269839,-0.25,-0.13,-0.07,0,-0.01,LACNIC,1,1,AR,1,,,,,,0,,,,-0.46
262208,-0.25,-0.05,-0.09,-0.19,-0.07,LACNIC,1,11,AR,3,Regional,Cable/DSL/ISP,Open,1,0,1,,,,-0.46
262301,-0.46,0.03,0.03,0.1,-0.06,LACNIC,6,504,BR,19,Global,Cable/DSL/ISP,Restrictive,1,0,1,,,,-0.46
271387,-0.46,0,-0.01,-0.09,0.01,LACNIC,4,18,BR,11,Regional,Cable/DSL/ISP,Open,3,0,1,,,,-0.46
271915,-0.24,-0.02,0.03,-0.12,-0.23,LACNIC,3,12,CL,23,South America,Network Services,Open,2,1,1,,,,-0.46
263474,-0.46,0.04,0.02,-0.19,-0.06,LACNIC,4,20,BR,6,Regional,Cable/DSL/ISP,Open,0,0,1,,,,-0.46
263781,-0.14,-0.05,-0.09,-0.19,-0.18,LACNIC,2,4,GT,3,Not Disclosed,Cable/DSL/ISP,Open,1,0,1,,,,-0.46
264022,-0.46,0,0.02,0.1,-0.02,LACNIC,4,20,BR,7,,Cable/DSL/ISP,Selective,0,0,1,,,,-0.46
264915,-0.46,0,-0.01,-0.19,0.01,LACNIC,5,23,BR,4,Regional,Cable/DSL/ISP,Open,0,0,1,,,,-0.46
264959,-0.46,0,0.04,0.18,-0.04,LACNIC,4,22,BR,11,Regional,Cable/DSL/ISP,Selective,2,1,1,,,,-0.46
22661,-0.24,0.05,0.01,-0.19,-0.28,LACNIC,13,953,CL,10,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.46
265232,-0.46,0.02,0,0.1,-0.02,LACNIC,4,26,BR,17,Regional,Cable/DSL/ISP,Selective,1,0,1,,,,-0.46
265876,-0.25,-0.05,-0.09,-0.19,-0.07,LACNIC,1,5,AR,3,Regional,Cable/DSL/ISP,Open,1,1,1,,,,-0.46
28394,-0.16,0.01,-0.03,-0.08,-0.28,LACNIC,2,138,MX,5,Not Disclosed,Not Disclosed,Open,0,9,1,,,,-0.46
28613,-0.46,0,0.01,0,-0.01,LACNIC,1,22,BR,7,,,,,,0,,,,-0.46
270384,-0.46,0.02,-0.01,0,-0.01,LACNIC,4,44,BR,4,,,,,,0,,,,-0.46
52317,-0.25,0.02,-0.04,0.1,-0.19,LACNIC,4,27,AR,7,South America,Cable/DSL/ISP,Selective,1,0,1,,,,-0.46
52436,-0.25,0,-0.03,-0.19,-0.18,LACNIC,2,33,AR,4,Not Disclosed,Cable/DSL/ISP,Open,1,0,1,,,,-0.46
52631,-0.46,0,0.02,-0.19,-0.02,LACNIC,3,19,BR,15,Regional,Cable/DSL/ISP,Open,1,0,1,,,,-0.46
52689,-0.46,0.04,-0.09,-0.12,0.05,LACNIC,3,15,BR,4,Regional,Cable/DSL/ISP,Open,2,1,1,,,,-0.46
52696,-0.46,0.05,0,0,-0.05,LACNIC,13,77,BR,22,South America,NSP,Open,3,3,1,,,,-0.46
53019,-0.46,0.05,0.07,-0.09,-0.12,LACNIC,14,55,BR,27,South America,Cable/DSL/ISP,Open,4,0,1,,,,-0.46
53101,-0.46,-0.01,0.02,0,-0.01,LACNIC,1,11,BR,13,,,,,,0,,,,-0.46
61666,-0.46,0.05,0,0.18,-0.05,LACNIC,14,99,BR,19,Regional,Cable/DSL/ISP,Selective,2,0,1,,,,-0.46
61797,-0.46,0.04,0,0.18,-0.04,LACNIC,5,37,BR,16,Regional,Enterprise,Selective,2,0,1,,,,-0.46
61937,-0.46,0.02,-0.01,0,-0.01,LACNIC,4,11,BR,4,,,,,,0,,,,-0.46
61944,-0.46,0,0.02,-0.19,-0.02,LACNIC,4,27,BR,6,Regional,Cable/DSL/ISP,Open,0,0,1,,,,-0.46
262527,-0.46,0.02,-0.03,-0.19,0.01,LACNIC,4,24,BR,5,Regional,Cable/DSL/ISP,Open,1,0,1,,,,-0.45999999999999996
262964,-0.46,-0.05,0.02,-0.19,0.03,LACNIC,1,7,BR,6,Regional,NSP,Open,1,0,1,,,,-0.45999999999999996
263137,-0.46,-0.03,0.02,-0.19,0.01,LACNIC,1,7,BR,7,Regional,Cable/DSL/ISP,Open,0,0,1,,,,-0.45999999999999996
264565,-0.46,0,-0.03,-0.19,0.03,LACNIC,3,22,BR,5,Regional,NSP,Open,0,0,1,,,,-0.45999999999999996
264694,-0.24,-0.09,-0.12,0,-0.01,LACNIC,1,2,GY,2,,,,,,0,,,,-0.45999999999999996
264718,-0.24,-0.09,-0.12,0,-0.01,LACNIC,1,3,CO,2,,,,,,0,,,,-0.45999999999999996
264829,-0.24,-0.09,-0.12,0,-0.01,LACNIC,1,3,CO,2,,,,,,0,,,,-0.45999999999999996
264842,-0.24,-0.09,-0.12,0,-0.01,LACNIC,1,3,CO,2,,,,,,0,,,,-0.45999999999999996
265704,-0.25,-0.05,0.02,-0.19,-0.18,LACNIC,1,10,AR,6,Not Disclosed,Cable/DSL/ISP,Open,0,0,1,,,,-0.45999999999999996
265801,-0.25,-0.05,-0.12,-0.19,-0.04,LACNIC,1,5,AR,2,Regional,Cable/DSL/ISP,Open,1,1,1,,,,-0.45999999999999996
266687,-0.25,-0.05,-0.12,-0.19,-0.04,LACNIC,1,6,AR,2,Regional,Cable/DSL/ISP,Open,1,1,1,,,,-0.45999999999999996
267593,-0.46,0.02,0.02,0.1,-0.04,LACNIC,6,30,BR,7,Regional,Cable/DSL/ISP,Selective,1,0,1,,,,-0.45999999999999996
269746,-0.24,-0.18,-0.03,0,-0.01,LACNIC,1,2,CO,3,,,,,,0,,,,-0.45999999999999996
269836,-0.24,-0.09,-0.12,0,-0.01,LACNIC,1,3,CO,2,,,,,,0,,,,-0.45999999999999996
269998,-0.24,-0.09,-0.12,0,-0.01,LACNIC,1,1,CL,2,,,,,,0,,,,-0.45999999999999996
270057,-0.24,-0.09,-0.12,-0.19,-0.01,LACNIC,1,3,CO,2,,,Open,0,0,1,,,,-0.45999999999999996
270099,-0.25,-0.05,-0.12,-0.19,-0.04,LACNIC,1,5,AR,2,Regional,Enterprise,Open,1,1,1,,,,-0.45999999999999996
262167,-0.24,-0.05,-0.03,0.1,-0.14,LACNIC,1,6,CL,3,South America,Cable/DSL/ISP,Selective,1,1,1,,,,-0.45999999999999996
271843,-0.24,-0.09,-0.12,0,-0.01,LACNIC,1,2,CL,2,,,,,,0,,,,-0.45999999999999996
272025,-0.24,-0.09,-0.12,0,-0.01,LACNIC,1,1,CL,2,,,,,,0,,,,-0.45999999999999996
262838,-0.46,-0.04,0.02,0.1,0.02,LACNIC,2,21,BR,15,Regional,Cable/DSL/ISP,Selective,1,0,1,,,,-0.45999999999999996
13316,-0.25,0,-0.09,-0.19,-0.12,LACNIC,1,29,AR,3,Regional,Not Disclosed,Open,1,1,1,,,,-0.45999999999999996
263758,-0.24,-0.09,-0.12,0,-0.01,LACNIC,1,1,CL,2,,,,,,0,,,,-0.45999999999999996
264729,-0.24,-0.18,-0.03,0,-0.01,LACNIC,1,2,CL,3,,,,,,0,,,,-0.45999999999999996
21765,-0.24,-0.05,-0.03,-0.19,-0.14,LACNIC,1,7,CL,3,South America,Content,Open,0,0,1,,,,-0.45999999999999996
26605,-0.24,-0.09,-0.12,0,-0.01,LACNIC,1,2,CO,2,,,,,,0,,,,-0.45999999999999996
26623,-0.24,-0.09,-0.12,0,-0.01,LACNIC,1,2,CL,2,,,,,,0,,,,-0.45999999999999996
27899,-0.24,-0.18,-0.03,0,-0.01,LACNIC,1,1,CL,3,,,,,,0,,,,-0.45999999999999996
27963,-0.24,-0.09,-0.12,0,-0.01,LACNIC,1,3,CL,2,,,,,,0,,,,-0.45999999999999996
28065,-0.25,-0.05,-0.12,0.1,-0.04,LACNIC,1,9,AR,2,Regional,Cable/DSL/ISP,Selective,1,0,1,,,,-0.45999999999999996
266901,-0.24,-0.09,-0.12,-0.19,-0.01,LACNIC,1,1,CL,2,Global,Enterprise,Open,1,0,1,,,,-0.45999999999999996
267704,-0.24,-0.09,-0.12,0,-0.01,LACNIC,1,3,PY,2,,,,,,0,,,,-0.45999999999999996
269763,-0.24,-0.09,-0.12,0,-0.01,LACNIC,1,3,PY,2,,,,,,0,,,,-0.45999999999999996
269878,-0.24,-0.09,-0.12,0,-0.01,LACNIC,1,3,PY,2,,,,,,0,,,,-0.45999999999999996
52306,-0.24,-0.18,-0.03,0,-0.01,LACNIC,1,1,CL,4,,,,,,0,,,,-0.45999999999999996
52349,-0.25,-0.05,-0.12,-0.19,-0.04,LACNIC,1,13,AR,2,Regional,Cable/DSL/ISP,Open,1,0,1,,,,-0.45999999999999996
52425,-0.25,-0.05,-0.03,-0.19,-0.13,LACNIC,1,8,AR,3,Regional,Cable/DSL/ISP,Open,0,0,1,,,,-0.45999999999999996
52651,-0.46,0,-0.03,-0.19,0.03,LACNIC,2,22,BR,4,Regional,Cable/DSL/ISP,Open,0,0,1,,,,-0.45999999999999996
52668,-0.46,-0.05,0.02,-0.09,0.03,LACNIC,1,10,BR,10,Global,NSP,Open,1,4,1,,,,-0.45999999999999996
52898,-0.46,0,-0.03,-0.19,0.03,LACNIC,1,22,BR,3,Regional,NSP,Open,0,0,1,,,,-0.45999999999999996
53001,-0.46,-0.04,0.02,-0.12,0.02,LACNIC,1,33,BR,8,Regional,Cable/DSL/ISP,Open,2,0,1,,,,-0.45999999999999996
262374,-0.46,0.04,0.06,-0.12,-0.09,LACNIC,5,76,BR,9,Regional,Cable/DSL/ISP,Open,2,0,1,,,,-0.45000000000000007
263077,-0.46,0.05,0.06,0,-0.1,LACNIC,5,102,BR,17,South America,Cable/DSL/ISP,Open,3,3,1,,,,-0.45000000000000007
263182,-0.23,-0.18,-0.03,0,-0.01,LACNIC,1,1,VE,3,,,,,,0,,,,-0.45000000000000007
265171,-0.46,0.04,0.06,0.23,-0.09,LACNIC,4,28,BR,15,South America,NSP,Selective,7,0,1,,,,-0.45000000000000007
267809,-0.23,0.04,0.02,-0.19,-0.28,LACNIC,5,34,VE,8,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.45000000000000007
268207,-0.46,-0.02,0.05,-0.07,-0.02,LACNIC,2,25,BR,67,Regional,Cable/DSL/ISP,Open,8,0,1,,,1,-0.45000000000000007
269820,-0.23,-0.05,-0.03,0.1,-0.14,LACNIC,2,12,VE,4,South America,Cable/DSL/ISP,Selective,0,0,1,,,,-0.45000000000000007
12066,-0.13,0,-0.04,-0.19,-0.28,LACNIC,2,29,DO,3,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.45000000000000007
263961,-0.46,0.03,-0.01,0,-0.01,LACNIC,10,56,BR,14,,,,,,0,,,,-0.45000000000000007
19863,-0.24,0.05,0.02,-0.12,-0.28,LACNIC,4,84,GY,6,Not Disclosed,Not Disclosed,,0,0,1,,,,-0.45000000000000007
25607,-0.14,0,-0.03,-0.12,-0.28,LACNIC,2,26,NI,4,Not Disclosed,Not Disclosed,,0,0,1,,,,-0.45000000000000007
27862,-0.23,-0.18,-0.03,0,-0.01,LACNIC,1,1,VE,3,,,,,,0,,,,-0.45000000000000007
28352,-0.46,0.04,-0.01,-0.1,-0.02,LACNIC,5,74,BR,12,Regional,Cable/DSL/ISP,Open,1,2,1,,,1,-0.45000000000000007
28618,-0.46,0,0.04,0.1,-0.03,LACNIC,1,48,BR,18,Global,Cable/DSL/ISP,Restrictive,0,0,1,,,,-0.45000000000000007
28634,-0.46,0.04,0.06,-0.03,-0.09,LACNIC,6,36,BR,88,South America,Cable/DSL/ISP,Open,2,2,1,1,,,-0.45000000000000007
266520,-0.46,0.05,0.05,-0.09,-0.09,LACNIC,14,79,BR,21,South America,Cable/DSL/ISP,Open,3,0,1,,,,-0.45000000000000007
52655,-0.46,0.03,0,-0.12,-0.02,LACNIC,9,122,BR,21,Regional,Cable/DSL/ISP,Open,2,1,1,,,,-0.45000000000000007
262255,-0.14,-0.18,-0.12,0,-0.01,LACNIC,1,1,PA,2,,,,,,0,,,,-0.45
262462,-0.46,0.06,0.01,0.27,-0.06,LACNIC,66,438,BR,63,Regional,Cable/DSL/ISP,Selective,2,2,1,,,,-0.45
262504,-0.46,0,-0.04,-0.12,0.05,LACNIC,2,33,BR,11,Regional,Cable/DSL/ISP,Open,2,1,1,,,,-0.45
262587,-0.46,0.04,-0.04,-0.12,0.01,LACNIC,4,46,BR,7,Regional,Cable/DSL/ISP,Open,2,0,1,,,,-0.45
262704,-0.46,0,0,-0.19,0.01,LACNIC,2,17,BR,13,Regional,Cable/DSL/ISP,Open,1,0,1,,,,-0.45
263154,-0.46,0,0,0.1,0.01,LACNIC,1,14,BR,12,Regional,Cable/DSL/ISP,Selective,1,0,1,,,,-0.45
263193,-0.14,-0.18,-0.12,0,-0.01,LACNIC,1,1,HN,2,,,,,,0,,,,-0.45
263234,-0.14,-0.18,-0.12,0,-0.01,LACNIC,1,1,HN,2,,,,,,0,,,,-0.45
263511,-0.46,0,0.02,0,-0.01,LACNIC,2,25,BR,14,,,,,,0,,,,-0.45
263714,-0.14,-0.18,-0.12,0,-0.01,LACNIC,1,1,GT,2,,,,,,0,,,,-0.45
264212,-0.46,-0.02,0.02,-0.1,0.01,LACNIC,2,15,BR,12,Regional,Cable/DSL/ISP,Open,1,2,1,,,,-0.45
264486,-0.46,0.04,-0.04,0.1,0.01,LACNIC,7,32,BR,6,Regional,Cable/DSL/ISP,Selective,0,0,1,,,,-0.45
264552,-0.46,0,-0.04,-0.12,0.05,LACNIC,3,28,BR,14,Regional,Cable/DSL/ISP,Open,2,0,1,,,,-0.45
264806,-0.24,0,0.02,0.3,-0.23,LACNIC,4,22,CL,6,South America,Not Disclosed,Selective,3,3,1,,,,-0.45
264939,-0.46,-0.05,0,-0.19,0.06,LACNIC,2,12,BR,10,Regional,Cable/DSL/ISP,Open,1,0,1,,,,-0.45
265634,-0.25,-0.05,-0.09,-0.19,-0.06,LACNIC,1,5,AR,3,Regional,Cable/DSL/ISP,Open,1,1,1,,,,-0.45
266253,-0.46,0,0.02,-0.19,-0.01,LACNIC,4,16,BR,6,Regional,Cable/DSL/ISP,Open,0,0,1,,,,-0.45
4387,-0.25,-0.07,-0.12,0,-0.01,LACNIC,1,1,AR,2,,,,,,0,,,,-0.45
266667,-0.23,-0.09,-0.12,0,-0.01,LACNIC,1,3,EC,2,,,,,,0,,,,-0.45
266720,-0.14,-0.18,-0.12,0,-0.01,LACNIC,1,1,CR,2,,,,,,0,,,,-0.45
266746,-0.14,-0.18,-0.12,0,-0.01,LACNIC,1,1,CR,2,,,,,,0,,,,-0.45
266797,-0.14,-0.18,-0.12,0,-0.01,LACNIC,1,1,PA,2,,,,,,0,,,,-0.45
266839,-0.23,-0.09,-0.12,0,-0.01,LACNIC,1,3,EC,2,,,,,,0,,,,-0.45
266853,-0.14,-0.05,-0.03,0.1,-0.23,LACNIC,1,10,CR,4,Not Disclosed,Cable/DSL/ISP,Selective,1,0,1,,,,-0.45
267373,-0.46,-0.02,0.02,-0.1,0.01,LACNIC,3,11,BR,11,Regional,Cable/DSL/ISP,Open,1,2,1,,,,-0.45
267784,-0.14,-0.18,-0.12,0,-0.01,LACNIC,1,2,PA,2,,,,,,0,,,,-0.45
267789,-0.23,-0.09,-0.12,0,-0.01,LACNIC,1,3,VE,2,,,,,,0,,,,-0.45
6193,-0.14,-0.18,-0.12,0,-0.01,LACNIC,1,1,PA,2,,,,,,0,,,,-0.45
269351,-0.46,0.02,0,0,-0.01,LACNIC,6,33,BR,15,,,,,,0,,,,-0.45
269741,-0.23,-0.09,-0.12,0,-0.01,LACNIC,1,3,VE,2,,,,,,0,,,,-0.45
269992,-0.23,-0.09,-0.12,0,-0.01,LACNIC,1,2,EC,2,,,,,,0,,,,-0.45
262152,-0.14,-0.18,-0.12,0,-0.01,LACNIC,1,3,CR,2,,,,,,0,,,,-0.45
270497,-0.46,0,0.02,0,-0.01,LACNIC,4,14,BR,6,,,,,,0,,,,-0.45
262185,-0.14,-0.18,-0.12,0,-0.01,LACNIC,1,1,NI,2,,,,,,0,,,,-0.45
262194,-0.25,-0.02,0.01,-0.19,-0.19,LACNIC,1,18,AR,8,South America,Cable/DSL/ISP,Open,1,0,1,,,,-0.45
271900,-0.23,-0.09,-0.12,0,-0.01,LACNIC,1,2,PE,2,,,,,,0,,,,-0.45
272021,-0.24,-0.13,-0.07,0,-0.01,LACNIC,1,1,PY,1,,,,,,0,,,,-0.45
262509,-0.46,0.05,0,-0.19,-0.04,LACNIC,14,121,BR,21,Regional,Cable/DSL/ISP,Open,0,0,1,,,,-0.45
263959,-0.46,0.04,-0.04,0.1,0.01,LACNIC,7,43,BR,8,Regional,Cable/DSL/ISP,Selective,1,0,1,,,,-0.45
21571,-0.46,0,0.02,0,-0.01,LACNIC,2,46,BR,8,,,,,,0,,,,-0.45
23360,-0.14,-0.18,-0.12,0,-0.01,LACNIC,1,1,PA,2,,,,,,0,,,,-0.45
265201,-0.46,0.02,0.01,-0.19,-0.02,LACNIC,7,12,BR,7,Regional,Cable/DSL/ISP,Open,0,0,1,,,,-0.45
27687,-0.14,-0.18,-0.12,0,-0.01,LACNIC,1,1,PA,2,,,,,,0,,,,-0.45
27760,-0.14,-0.18,-0.12,0,-0.01,LACNIC,1,1,PA,2,,,,,,0,,,,-0.45
27817,-0.24,0.05,0,-0.1,-0.26,LACNIC,8,668,CO,12,South America,Educational/Research,Open,1,2,1,,,,-0.45
27860,-0.14,-0.18,-0.12,0,-0.01,LACNIC,1,2,PA,2,,,,,,0,,,,-0.45
27905,-0.14,-0.18,-0.12,0,-0.01,LACNIC,1,1,NI,2,,,,,,0,,,,-0.45
27910,-0.14,-0.18,-0.12,0,-0.01,LACNIC,1,1,GT,2,,,,,,0,,,,-0.45
27915,-0.14,-0.18,-0.12,0,-0.01,LACNIC,1,1,PA,2,,,,,,0,,,,-0.45
27936,-0.14,-0.18,-0.12,0,-0.01,LACNIC,1,1,PA,2,,,,,,0,,,,-0.45
27944,-0.14,-0.18,-0.12,0,-0.01,LACNIC,1,1,PA,2,,,,,,0,,,,-0.45
27972,-0.14,-0.18,-0.12,0,-0.01,LACNIC,1,1,PA,2,,,,,,0,,,,-0.45
28043,-0.14,-0.18,-0.12,0,-0.01,LACNIC,1,1,PA,2,,,,,,0,,,,-0.45
28061,-0.14,-0.18,-0.12,0,-0.01,LACNIC,1,1,PA,2,,,,,,0,,,,-0.45
28224,-0.46,0.04,-0.04,-0.12,0.01,LACNIC,3,36,BR,4,Regional,Cable/DSL/ISP,Open,2,0,1,,,,-0.45
28666,-0.46,0.06,0.07,-0.19,-0.12,LACNIC,34,390,BR,46,South America,Enterprise,Open,1,0,1,,,,-0.45
266409,-0.46,0.06,0.07,-0.03,-0.12,LACNIC,52,241,BR,37,South America,NSP,Open,2,2,1,,,,-0.45
266935,-0.46,0.02,0,0,-0.01,LACNIC,6,41,BR,12,,,,,,0,,,,-0.45
267744,-0.14,-0.18,-0.12,0,-0.01,LACNIC,1,1,CR,2,,,,,,0,,,,-0.45
267871,-0.23,-0.09,-0.12,0,-0.01,LACNIC,1,3,PE,2,,,,,,0,,,,-0.45
269951,-0.14,-0.18,-0.12,0,-0.01,LACNIC,1,1,GT,2,,,,,,0,,,,-0.45
270353,-0.46,-0.03,-0.03,0.19,0.07,LACNIC,2,62,BR,4,Global,Content,Selective,0,3,1,,,,-0.45
52298,-0.14,-0.18,-0.12,0,-0.01,LACNIC,1,1,NI,2,,,,,,0,,,,-0.45
52390,-0.14,-0.18,-0.12,0,-0.01,LACNIC,1,2,HN,2,,,,,,0,,,,-0.45
52395,-0.14,-0.18,-0.12,0,-0.01,LACNIC,1,1,CR,2,,,,,,0,,,,-0.45
52432,-0.25,-0.04,-0.09,-0.19,-0.07,LACNIC,2,16,AR,4,Regional,Cable/DSL/ISP,Open,1,1,1,,,,-0.45
52446,-0.14,-0.18,-0.12,0,-0.01,LACNIC,1,1,PA,2,,,,,,0,,,,-0.45
52450,-0.14,-0.18,-0.12,0,-0.01,LACNIC,1,2,CR,2,,,,,,0,,,,-0.45
52539,-0.46,-0.02,0.02,-0.19,0.01,LACNIC,2,24,BR,13,Regional,Cable/DSL/ISP,Open,1,0,1,,,,-0.45
52657,-0.46,0.04,0.03,-0.19,-0.06,LACNIC,7,57,BR,11,Regional,Cable/DSL/ISP,Open,0,0,1,,,,-0.45
52729,-0.46,0.04,0.02,0.1,-0.05,LACNIC,4,34,BR,14,Regional,Cable/DSL/ISP,Selective,0,0,1,,,,-0.45
52871,-0.46,0.06,0.01,0,-0.06,LACNIC,57,286,BR,57,South America,Cable/DSL/ISP,Open,4,2,1,,,,-0.45
52950,-0.46,0.06,-0.04,0,-0.01,LACNIC,20,161,BR,8,,,,,,0,,,,-0.45
52977,-0.46,0,0,-0.19,0.01,LACNIC,1,36,BR,9,Regional,Cable/DSL/ISP,Open,1,0,1,,,,-0.45
53130,-0.46,0.04,-0.04,-0.19,0.01,LACNIC,4,32,BR,14,Regional,Cable/DSL/ISP,Open,1,0,1,,,,-0.45
53246,-0.46,0.04,-0.04,0.18,0.01,LACNIC,3,29,BR,13,Regional,Cable/DSL/ISP,Selective,2,0,1,,,,-0.45
271458,-0.46,0.02,0,0,-0.01,LACNIC,7,29,BR,15,,,,,,0,,,,-0.45
61479,-0.14,-0.18,-0.12,0,-0.01,LACNIC,1,1,CR,2,,,,,,0,,,,-0.45
61513,-0.14,-0.18,-0.12,0,-0.01,LACNIC,1,1,NI,2,,,,,,0,,,,-0.45
61923,-0.46,-0.02,0.02,0.1,0.01,LACNIC,1,15,BR,12,Regional,Cable/DSL/ISP,Selective,1,0,1,,,,-0.45
265187,-0.46,0.02,-0.04,-0.03,0.03,LACNIC,6,29,BR,7,Regional,Cable/DSL/ISP,Open,2,3,1,,,1,-0.44999999999999996
267798,-0.25,-0.05,-0.03,-0.19,-0.12,LACNIC,1,13,AR,4,South America,Cable/DSL/ISP,Open,1,1,1,,,,-0.44999999999999996
271984,-0.25,-0.1,-0.09,0,-0.01,LACNIC,2,7,AR,3,,,,,,0,,,,-0.44999999999999996
28408,-0.16,-0.09,-0.09,-0.19,-0.11,LACNIC,2,3,MX,3,Regional,Network Services,Open,0,0,1,,,,-0.44999999999999996
266444,-0.46,-0.03,0.02,0.32,0.02,LACNIC,1,886,BR,11,Global,Content,Selective,4,11,1,,,,-0.44999999999999996
52387,-0.25,-0.04,-0.12,-0.19,-0.04,LACNIC,1,16,AR,2,Regional,Cable/DSL/ISP,Open,1,1,1,,,,-0.44999999999999996
52473,-0.25,-0.04,-0.12,-0.19,-0.04,LACNIC,1,16,AR,2,Regional,Cable/DSL/ISP,Open,1,0,1,,,,-0.44999999999999996
262389,-0.46,-0.05,-0.03,-0.19,0.1,LACNIC,1,4,BR,3,Regional,NSP,Open,0,0,1,,,,-0.44000000000000006
262794,-0.46,0.04,-0.01,-0.12,-0.01,LACNIC,3,23,BR,8,Regional,Cable/DSL/ISP,Open,2,0,1,,,,-0.44000000000000006
263076,-0.46,-0.09,-0.04,-0.12,0.15,LACNIC,1,1,BR,3,Regional,Educational/Research,Open,2,0,1,,,,-0.44000000000000006
263324,-0.46,0.05,0.07,-0.09,-0.1,LACNIC,35,187,BR,26,South America,Cable/DSL/ISP,Open,3,0,1,,,,-0.44000000000000006
263361,-0.46,0.04,-0.07,-0.19,0.05,LACNIC,3,20,BR,6,Regional,Cable/DSL/ISP,Open,1,0,1,,,,-0.44000000000000006
263822,-0.25,0,-0.03,-0.19,-0.16,LACNIC,2,42,AR,4,South America,Cable/DSL/ISP,Open,1,0,1,,,,-0.44000000000000006
264215,-0.46,0.05,0.06,-0.01,-0.09,LACNIC,12,84,BR,24,South America,Cable/DSL/ISP,Open,2,7,1,,,,-0.44000000000000006
264564,-0.46,0.06,0.05,-0.09,-0.09,LACNIC,27,80,BR,28,South America,Cable/DSL/ISP,Open,3,0,1,,,,-0.44000000000000006
264612,-0.22,-0.18,-0.03,0,-0.01,LACNIC,1,1,BO,3,,,,,,0,,,,-0.44000000000000006
265290,-0.46,0.04,0,-0.12,-0.02,LACNIC,10,42,BR,16,Regional,Cable/DSL/ISP,Open,2,0,1,,,,-0.44000000000000006
265756,-0.22,-0.18,-0.03,0,-0.01,LACNIC,1,2,BO,3,,,,,,0,,,,-0.44000000000000006
266136,-0.46,0.05,0.06,-0.09,-0.09,LACNIC,13,55,BR,26,South America,Cable/DSL/ISP,Open,3,0,1,,,,-0.44000000000000006
267318,-0.46,0.03,0.01,-0.19,-0.02,LACNIC,11,67,BR,6,Regional,Cable/DSL/ISP,Open,0,0,1,,,,-0.44000000000000006
268707,-0.46,-0.02,-0.01,0.04,0.05,LACNIC,3,10,BR,6,Regional,NSP,Open,8,5,1,,,,-0.44000000000000006
271907,-0.23,0.02,-0.09,-0.19,-0.14,LACNIC,4,16,VE,3,South America,Cable/DSL/ISP,Open,0,0,1,,,,-0.44000000000000006
272036,-0.22,-0.18,-0.03,0,-0.01,LACNIC,1,1,BO,3,,,,,,0,,,,-0.44000000000000006
10834,-0.25,0.07,0.02,-0.19,-0.28,LACNIC,59,1255,AR,41,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.44000000000000006
263445,-0.46,0.05,0.06,-0.1,-0.09,LACNIC,10,54,BR,22,South America,Cable/DSL/ISP,Open,1,2,1,,,,-0.44000000000000006
23002,-0.46,0.04,-0.01,0,-0.01,LACNIC,4,123,BR,4,,,,,,0,,,,-0.44000000000000006
